id,tipo,titulo,país,data_adicionado,ano_lancamento,classificacao,duracao,genero,aplicativo
s790,Filme,Terrordactyl,Nao Declarado,,2016,18+,98 min,Ficcao Cientifica,Amazon
s791,Filme,Terror By Night,Nao Declarado,,1946,13+,56 min,"Drama, Suspense",Amazon
s792,Filme,Tennessee Queer,Nao Declarado,,2014,16+,90 min,"Comedia, Drama, LGBTQ",Amazon
s793,Filme,Tenkai Knights - Rise of the Knights,Nao Declarado,,2014,Livre,72 min,"Anime, Infantil",Amazon
s794,Serie,Tenkai Knights,Nao Declarado,,2014,7+,1 Temporada,"Animacao, Infantil",Amazon
s795,Filme,Templar Nation,Nao Declarado,,2013,13+,84 min,"Adventure, Drama",Amazon
s796,Serie,Telmo and Tula: Volume 3,Nao Declarado,,2016,Livre,1 Temporada,Infantil,Amazon
s797,Serie,Tell Me Your Secrets,Nao Declarado,,2021,16+,1 Temporada,Drama,Amazon
s798,Filme,Tel Aviv On Fire,Nao Declarado,,2019,13+,96 min,Comedia,Amazon
s799,Filme,Teenkahon,Nao Declarado,,2014,18+,124 min,"Comedia, Internacional",Amazon
s800,Filme,Teenage Bank Heist,Nao Declarado,,2012,Nao avaliado,86 min,"Acao, Suspense",Amazon
s801,Serie,Teen Wolf,Nao Declarado,,2017,14+,9 Temporadas,Series,Amazon
s802,Filme,Teen Lust,Nao Declarado,,2015,Restrito,80 min,"Comedia, Terror",Amazon
s803,Serie,Ted Bundy: Falling for a Killer,Nao Declarado,,2020,16+,1 Temporada,"Documentario, Improvisado",Amazon
s804,Serie,Technological Marvels of the Ancient World,Nao Declarado,,2005,7+,1 Temporada,"Aventura, Documentario, Militar e Guerra",Amazon
s805,Filme,Tear the Roof Off: The Untold Story of Parliament Funkadelic,Nao Declarado,,2019,Nao avaliado,59 min,Documentario,Amazon
s806,Serie,Team Umizoomi,Nao Declarado,,2012,Infantil,3 Temporadas,Infantil,Amazon
s807,Filme,"Team Hot Wheels, Skills to Thrill",Nao Declarado,,2019,Livre,45 min,"Animacao, Infantil",Amazon
s808,Filme,"Team Hot Wheels, Build the Epic Race",Nao Declarado,,2019,Livre,45 min,"Animacao, Infantil",Amazon
s809,Serie,Tayo the Little Bus,Nao Declarado,,2019,Livre,5 Temporadas,"Documentario, Infantil",Amazon
s810,Filme,Tattoo Nation,Nao Declarado,,2016,13+,86 min,"Documentario, Conteudo Especial",Amazon
s811,Serie,Tattletales,Nao Declarado,,1974,7+,1 Temporada,Improvisado,Amazon
s812,Filme,Tarzan The Fearless,Nao Declarado,,1933,13+,86 min,"Acao, Aventura",Amazon
s813,Filme,Tarzan And The Trappers,Nao Declarado,,1958,18+,70 min,Acao,Amazon
s814,Filme,Target for Tonight,Nao Declarado,,1941,Adultos,49 min,"Militar e Guerra, Conteudo Especial",Amazon
s815,Serie,Tandav,India,,2021,16+,1 Temporada,Drama,Amazon
s816,Filme,TAN,Nao Declarado,,2021,18+,22 min,"Casa de Arte, Drama, Suspense",Amazon
s817,Filme,Tamizh Padam 2,Nao Declarado,,2018,Livre,138 min,"Comedia, Drama, Internacional",Amazon
s818,Filme,Tamara,Nao Declarado,,2006,Restrito,98 min,Terror,Amazon
s819,Filme,Tall Firs,Nao Declarado,,2007,Adultos,34 min,"Musica, Videos e Concertos",Amazon
s820,Serie,Tales from the Loop,Estados Unidos,,2020,18+,1 Temporada,Ficcao Cientifica,Amazon
s821,Filme,Taking 5,Nao Declarado,,2008,13+,90 min,Comedia,Amazon
s822,Serie,Take Us Home: Leeds United,Reino Unido,,2020,16+,2 Temporadas,Series,Amazon
s823,Filme,Takatak,Nao Declarado,,2019,18+,143 min,"Comedia, Internacional, Publico Jovem Adulto",Amazon
s824,Filme,"Tad, The Lost Explorer And The Secret Of King Midas",Nao Declarado,,2017,13+,85 min,"Animacao, Infantil",Amazon
s825,Filme,T-Rex Ranch Dinosaur Adventures,Nao Declarado,,2021,Livre,35 min,Infantil,Amazon
s826,Filme,Symphony to Rushing Water,Nao Declarado,,2017,Livre,60 min,"Musica, Videos e Concertos, Conteudo Especial",Amazon
s827,Filme,Symphony to Iceland's Gulfoss Waterfall,Nao Declarado,,2017,Livre,47 min,"Musica, Videos e Concertos, Conteudo Especial",Amazon
s828,Filme,Symphony to Flowers,Nao Declarado,,2017,Livre,82 min,"Musica, Videos e Concertos, Conteudo Especial",Amazon
s829,Filme,Symphony in Colorado,Nao Declarado,,2017,Livre,81 min,"Musica, Videos e Concertos, Conteudo Especial",Amazon
s830,Filme,Sye Raa Narasimha Reddy (Telugu),Nao Declarado,,2019,13+,170 min,Acao,Amazon
s831,Filme,Sye Raa Narasimha Reddy (Tamil),Nao Declarado,,2019,13+,170 min,Acao,Amazon
s832,Filme,Sye Raa Narasimha Reddy (Malayalam),Nao Declarado,,2019,13+,170 min,Acao,Amazon
s833,Filme,Sye Raa Narasimha Reddy (Hindi),Nao Declarado,,2019,13+,170 min,Acao,Amazon
s834,Serie,Sword Oratoria: Is it Wrong to Try to Pick Up Girls in a Dungeon? On the Side,Nao Declarado,,2017,14+,1 Temporada,"Acao, Anime, Fantasia",Amazon
s835,Filme,Swing Hostess,Nao Declarado,,1944,13+,74 min,"Artes, Entretenimento e Cultura, Drama",Amazon
s836,Filme,Swing and Dance with Little Baby Bum,Nao Declarado,,2019,Livre,34 min,Infantil,Amazon
s837,Serie,SWIINE,Nao Declarado,,2016,13+,1 Temporada,Comedia,Amazon
s838,Serie,Swedish Dicks,Nao Declarado,,2018,Adultos,2 Temporadas,Comedia,Amazon
s839,Serie,Swamp People,Nao Declarado,,2018,14+,5 Temporadas,Series,Amazon
s840,Filme,Survivors Guide to Prison,Nao Declarado,,2018,Nao avaliado,103 min,"Documentario, Conteudo Epecial, Suspense",Amazon
s841,Serie,Survivor,Nao Declarado,,2014,7+,19 Temporadas,Improvisado,Amazon
s842,Serie,Surgeons: At the Edge of Life,Nao Declarado,,2018,16+,1 Temporada,Documentario,Amazon
s843,Serie,Supersize Vs Superskinny,Nao Declarado,,2014,16+,5 Temporadas,Conteudo Especial,Amazon
s844,Serie,Superships,Nao Declarado,,2007,7+,1 Temporada,"Acao, Aventura, Documentario",Amazon
s845,Serie,Supermarket Sweep,Nao Declarado,,2000,Livre,2 Temporadas,Improvisado,Amazon
s846,Serie,Superheroes: A Never-Ending Battle,Nao Declarado,,2013,7+,1 Temporada,Conteudo Especial,Amazon
s847,Filme,"Superfish: Billfish, with David Attenborough",Nao Declarado,,2008,Livre,52 min,"Documentario, Conteudo Especial",Amazon
s848,Serie,Superbook,Nao Declarado,,2015,7+,3 Temporadas,"Animacao, Fe e Espiritualidade, Infantil",Amazon
s849,Filme,Super Size Me 2: Holy Chicken!,Estados Unidos,,2019,13+,103 min,"Comedia, Documentario, Conteudo Especial",Amazon
s850,Filme,Super Size Me,Estados Unidos,,2004,13+,99 min,Conteudo Especial,Amazon
s851,Filme,Super JoJo - Yes Yes Vegetables Song,Nao Declarado,,2019,Livre,3 min,Infantil,Amazon
s852,Filme,Supa Strikas - Keep Calm and Soccer On,Nao Declarado,,2019,Livre,60 min,"Animacao, Documentario, Infantil",Amazon
s853,Filme,"Supa Strikas - Eat, Sleep, Play Soccer",Nao Declarado,,2019,7+,60 min,"Animacao, Documentario, Infantil",Amazon
s854,Filme,Supa Strikas - Best in the Field,Nao Declarado,,2019,7+,60 min,"Animacao, Infantil, Esportes",Amazon
s855,Filme,Supa Strikas - Alive and Kickin',Nao Declarado,,2019,7+,60 min,"Animacao, Infantil, Esportes",Amazon
s856,Filme,Supa Strikas - A Goal in One!,Nao Declarado,,2019,7+,59 min,"Animacao, Documentario, Infantil",Amazon
s857,Filme,Sunshine State,Nao Declarado,,2002,13+,141 min,"Casa de Arte, Drama, Romance",Amazon
s858,Serie,Sunshine Sento-Sake (Subbed) (4k UHD),Nao Declarado,,2016,Adultos,1 Temporada,Series,Amazon
s859,Serie,Sunshine Sento-Sake (Subbed),Nao Declarado,,2016,Adultos,1 Temporada,Series,Amazon
s860,Filme,Sunshine Hotel,Estados Unidos,,2002,13+,99 min,"Documentario, Conteudo Especial",Amazon
s861,Filme,Sunset On The Desert,Nao Declarado,,1942,13+,55 min,Ocidental,Amazon
s862,Filme,Sunrise on the Bosphorus,Nao Declarado,,2019,Livre,30 min,"Documentario, Conteudo Especial",Amazon
s863,Filme,Sunnyside,Nao Declarado,,1979,Restrito,101 min,"Acao, Drama",Amazon
s864,Serie,Sunny Bunnies,Nao Declarado,,2018,Infantil,2 Temporadas,"Animacao, Infantil",Amazon
s865,Filme,Sundown Saunders,Nao Declarado,,1935,13+,70 min,Ocidental,Amazon
s866,Filme,Sundown,Nao Declarado,,1941,7+,90 min,"Drama, Militar e Guerra",Amazon
s867,Serie,Summer 2019 American Road Trip,Nao Declarado,,2020,7+,1 Temporada,Conteudo Especial,Amazon
s868,Serie,Suits,Nao Declarado,,2019,Adultos,9 Temporadas,Drama,Amazon
s869,Filme,Suicide,Nao Declarado,,2001,18+,84 min,"Acao, Drama, Terror",Amazon
s870,Filme,Sui Dhaaga - Made In India,Nao Declarado,,2018,7+,122 min,"Drama, Internacional",Amazon
s871,Filme,Sufiyum Sujatayum,Nao Declarado,,2020,13+,123 min,"Drama, Romance",Amazon
s872,Serie,Subaru Launch Control,Nao Declarado,,2021,13+,3 Temporadas,"Documentario, Conteudo Especial, Esportes",Amazon
s873,Filme,Student of the Year 2,India,,2019,13+,146 min,"Drama, Internacional",Amazon
s874,Filme,Striking Range,Nao Declarado,,2006,Restrito,96 min,"Acao, Suspense",Amazon
s875,Serie,Streets of Compton,Nao Declarado,,2016,14+,1 Temporada,"Documentario, Conteudo Especial",Amazon
s876,Filme,Street Dance,Nao Declarado,,2013,13+,99 min,"Artes, Entretenimento e Cultura, Drama",Amazon
s877,Filme,Strategic Air Command,Nao Declarado,,1955,7+,114 min,"Acao, Drama",Amazon
s878,Filme,Strange Wilderness,Nao Declarado,,2008,Restrito,85 min,"Acao, Publico Jovem Adulto",Amazon
s879,Serie,Strange Love,Nao Declarado,,2005,16+,1 Temporada,Series,Amazon
s880,Serie,Strange Empire Series,Nao Declarado,,2015,13+,1 Temporada,"Drama, Ocidental",Amazon
s881,Filme,Straight Shooter,Nao Declarado,,1940,13+,48 min,Ocidental,Amazon
s882,Filme,Storytime with Mila and Morphle,Nao Declarado,,2019,Livre,38 min,"Animacao, Infantil",Amazon
s883,Filme,Storm Boy,Nao Declarado,,2019,13+,99 min,"Drama, Fe e Espiritualidade, Infantil",Amazon
s884,Serie,Storage Wars: Texas,Nao Declarado,,2012,14+,1 Temporada,Series,Amazon
s885,Serie,Storage Wars: Northern Treasures,Nao Declarado,,2014,14+,1 Temporada,Improvisado,Amazon
s886,Serie,Storage Wars New York,Nao Declarado,,2013,7+,1 Temporada,Series,Amazon
s887,Serie,Storage Wars,Nao Declarado,,2011,14+,1 Temporada,Series,Amazon
s888,Filme,Stop Making Sense,Nao Declarado,,1984,7+,88 min,"Documentario, Musica, Videos e Concertos",Amazon
s889,Filme,Stitches,Nao Declarado,,2012,Restrito,86 min,"Comedia, Terror",Amazon
s890,Filme,Still Today,Nao Declarado,,2020,Nao avaliado,82 min,Comedia,Amazon
s891,Filme,Still Mine,Nao Declarado,,2013,13+,103 min,"Casa de Arte, Drama",Amazon
s892,Filme,Sticky Fingers,Nao Declarado,,1988,13+,85 min,Comedia,Amazon
s893,Filme,Stick Man,Reino Unido,,2015,Livre,27 min,"Aventura, Animacao, Infantil",Amazon
s894,Serie,Steven Seagal Lawman,Nao Declarado,,2010,14+,2 Temporadas,"Documentario, Conteudo Especial",Amazon
s895,Filme,Steve Treviño: My Life In Quarantine,Nao Declarado,,2020,18+,72 min,"Artes, Entretenimento e Cultura",Amazon
s896,Filme,Steve Hofstetter: Ginger Kid,Nao Declarado,,2015,7+,65 min,"Arte, Entretenimento, Cultura, Documentario",Amazon
s897,Filme,Steve Byrne: The Byrne Identity,Nao Declarado,,2010,18+,73 min,"Artes, Entretenimento e Cultura, Comedia, Conteudo Especial",Amazon
s898,Serie,Stephen Fry: Gadget Man,Nao Declarado,,2012,14+,1 Temporada,"Drama, Fe e Espiritualidade, Suspense",Amazon
s899,Filme,Stepfather 2,Nao Declarado,,1989,Restrito,84 min,"Terror, Suspense",Amazon
s900,Filme,Step On It,Nao Declarado,,1935,13+,56 min,"Acao, Drama",Amazon
s901,Filme,Stella Dallas (1937),Nao Declarado,,1937,13+,106 min,"Drama, Romance",Amazon
s902,Filme,Steep,Nao Declarado,,2007,13+,90 min,"Documentario, Esporte",Amazon
s903,Filme,Stealing Paradise,Nao Declarado,,2012,Nao avaliado,89 min,"Drama, Suspense",Amazon
s904,Serie,State of Mind,Nao Declarado,,2003,16+,1 Temporada,Series,Amazon
s905,Serie,StarTalk with Neil deGrasse Tyson,Nao Declarado,,2019,Adultos,1 Temporada,Series,Amazon
s906,Serie,Star Trek: Voyager,Nao Declarado,,2001,7+,7 Temporadas,"Drama, Ficcao Cientifica, Conteudo Especial",Amazon
s907,Serie,Star Trek: The Next Generation,Nao Declarado,,1994,Adultos,7 Temporadas,"Drama, Ficcao Cientifica, Conteudo Especial",Amazon
s908,Serie,Star Trek: Enterprise,Nao Declarado,,2005,7+,4 Temporadas,Ficcao Cientifica,Amazon
s909,Serie,Star Trek: Deep Space Nine,Nao Declarado,,1999,7+,7 Temporadas,"Drama, Ficcao Cientifica, Conteudo Especial",Amazon
s910,Serie,Star Trek:  The Original Series,Nao Declarado,,1969,7+,3 Temporadas,"Acao, Aventura, Ficcao Cientifica",Amazon
s911,Serie,Star Trek Original (Remastered),Nao Declarado,,1969,7+,3 Temporadas,Ficcao Cientifica,Amazon
s912,Filme,"Stallone: Frank, That Is",Nao Declarado,,2021,7+,73 min,Documentario,Amazon
s913,Serie,Stalker,Nao Declarado,,2008,16+,1 Temporada,Series,Amazon
s914,Filme,Stalked By My Doctor,Nao Declarado,,2015,Nao avaliado,88 min,"Drama, Suspense",Amazon
s915,Filme,Stained Glass Windows,Nao Declarado,,2010,16+,88 min,Drama,Amazon
s916,Filme,Stained,Nao Declarado,,2011,16+,91 min,Suspense,Amazon
s917,Filme,Stagecoach - The Original John Wayne Classic,Estados Unidos,,1939,7+,96 min,"Aventura, Drama, Ocidental",Amazon
s918,Filme,Stage Door Canteen,Nao Declarado,,1943,13+,135 min,"Artes, Entretenimento e Cultura, Comedia, Militar e Guerra",Amazon
s919,Filme,Springtime in the Sierras,Nao Declarado,,1947,13+,53 min,Ocidental,Amazon
s920,Filme,Spring 1941,Nao Declarado,,2007,Restrito,100 min,Drama,Amazon
s921,Filme,Spooks Run Wild,Nao Declarado,,1941,13+,71 min,"Comedia, Terror",Amazon
s922,Serie,SpongeBob SquarePants,Nao Declarado,,2009,7+,6 Temporadas,Infantil,Amazon
s923,Serie,SpongeBob DocuPants,Nao Declarado,,2020,7+,1 Temporada,"Drama, Infantil",Amazon
s924,Serie,Spirited,Nao Declarado,,2010,16+,2 Temporadas,Series,Amazon
s925,Filme,Spirit Rider,Nao Declarado,,1993,13+,96 min,"Drama, Infantil",Amazon
s926,Filme,Spiral,Nao Declarado,,2017,13+,78 min,Conteudo Especial,Amazon
s927,Serie,Spies of Warsaw,Nao Declarado,,2013,14+,1 Temporada,Drama,Amazon
s928,Serie,Speed Dreams - The Fastest Place on Earth,Nao Declarado,,2013,14+,1 Temporada,"Documentario, Esporte",Amazon
s929,Filme,Special Forces,Nao Declarado,,2013,Restrito,109 min,"Acao, Drama",Amazon
s930,Serie,Soviet Storm: World War II in the East,Nao Declarado,,2011,13+,2 Temporadas,Documentario,Amazon
s931,Filme,Southward Ho!,Nao Declarado,,1939,13+,53 min,Ocidental,Amazon
s932,Filme,Soul to Keep,Nao Declarado,,2019,16+,94 min,"Drama, Terror",Amazon
s933,Filme,Soothing Waterfalls with Music,Nao Declarado,,2019,Nao avaliado,60 min,"Documentario, Conteudo Especial",Amazon
s934,Filme,Soothing Surf at Del Norte for Sleep black screen,Nao Declarado,,2018,Livre,601 min,Conteudo Especial,Amazon
s935,Filme,Soothing Surf at Carmel Beach for Sleep,Nao Declarado,,2017,Livre,480 min,Conteudo Especial,Amazon
s936,Filme,Soothing Sights and Sounds for Kids,Nao Declarado,,2012,Livre,60 min,Conteudo Especial,Amazon
s937,Filme,Sonu Ke Titu Ki Sweety,India,,2018,13+,138 min,"Comedia, Internacional",Amazon
s938,Serie,Sons of the Soil : Jaipur Pink Panthers,India,,2020,13+,1 Temporada,"Documentario, Drama, Esportes",Amazon
s939,Serie,Sonic X,Nao Declarado,,2005,7+,3 Temporadas,"Animacao, Anime, Infantil",Amazon
s940,Filme,Song One,Estados Unidos,,2015,13+,88 min,"Casa de Arte, Artes, Entretenimento e Cultura, Drama",Amazon
s941,Filme,Song of the Cloud Forest,Nao Declarado,,1989,Nao avaliado,24 min,"Fantasia, Infantil",Amazon
s942,Filme,Song of Texas,Nao Declarado,,1943,13+,53 min,Ocidental,Amazon
s943,Filme,Song Of Texas,Nao Declarado,,1943,Livre,53 min,Acao,Amazon
s944,Filme,Song Of Arizona,Nao Declarado,,1946,13+,60 min,"Artes, Enttetenimento e Cultura, Drama, Ocidental",Amazon
s945,Filme,Son of the Navy,Nao Declarado,,1940,18+,71 min,"Comedia, Drama",Amazon
s946,Filme,Son of Monte Cristo,Nao Declarado,,1940,13+,96 min,"Acao, Aventura",Amazon
s947,Filme,Sometimes Always Never,Nao Declarado,,2020,13+,91 min,"Comedia, Drama, Suspense",Amazon
s948,Filme,Something To Sing About,Nao Declarado,,1937,13+,88 min,"Artes, Entretenimento e Cultura, Drama",Amazon
s949,Filme,Something from Nothing: The Art of Rap,Nao Declarado,,2012,16+,111 min,"Documentario, Musica, Videos e Concertos",Amazon
s950,Filme,Someone Still Loves You Boris Yeltsin,Nao Declarado,,2008,Adultos,42 min,"Musica, Videos e Concertos",Amazon
s951,Serie,Some Assembly Required,Nao Declarado,,2016,Livre,1 Temporada,"Animacao, Comedia",Amazon
s952,Filme,Soldier of Night,Nao Declarado,,1986,Restrito,90 min,Drama,Amazon
s953,Filme,Solar Flare,Nao Declarado,,2020,13+,101 min,"Infantil, Ficcao Cientifica",Amazon
s954,Filme,Sofia,Nao Declarado,,1948,13+,83 min,"Acao, Suspense",Amazon
s955,Filme,Social Animals,Nao Declarado,,2018,Restrito,83 min,Comedia,Amazon
s956,Filme,Soapdish,Estados Unidos,,1991,13+,96 min,Comedia,Amazon
s957,Filme,So Undercover,Nao Declarado,,2012,13+,94 min,"Acao, Comedia",Amazon
s958,Serie,Snowdonia 1890,Nao Declarado,,2010,13+,1 Temporada,Series,Amazon
s959,Filme,Snowden,Nao Declarado,,2007,Adultos,36 min,"Musica, Videos e Concertos",Amazon
s960,Filme,Snowcat - Truck Tunes for Kids,Nao Declarado,,2016,Nao avaliado,4 min,Infantil,Amazon
s961,Filme,Snowbound for Christmas,Nao Declarado,,2019,Nao avaliado,84 min,"Comedia, Romance",Amazon
s962,Filme,Snow Day,Nao Declarado,,2000,13+,89 min,"Aventura, Comedia, Infantil",Amazon
s963,Serie,Snog Marry Avoid?,Nao Declarado,,2009,16+,2 Temporadas,Series,Amazon
s964,Serie,Snobs,Nao Declarado,,2003,16+,1 Temporada,"Comedia, Drama, Publico Jovem Adulto",Amazon
s965,Serie,SNG: Don't Come Last,Nao Declarado,,2017,Adultos,1 Temporada,Comedia,Amazon
s966,Serie,Sneaky Pete,Estados Unidos,,2019,18+,3 Temporadas,Drama,Amazon
s967,Filme,Snapshots,Nao Declarado,,2018,Nao avaliado,95 min,"Drama, LGBTQ",Amazon
s968,Filme,Snake Eater 3: His Law,Nao Declarado,,1992,18+,92 min,Acao,Amazon
s969,Filme,Smile Please,India,,2019,13+,132 min,"Drama, Internacional",Amazon
s970,Filme,Smash Up: Story Of A Woman,Nao Declarado,,1947,13+,104 min,Drama,Amazon
s971,Filme,Small Soldiers,Nao Declarado,,1998,13+,110 min,"Acao, Ficcao Cientifica",Amazon
s972,Serie,Small Axe,Nao Declarado,,2020,16+,1 Temporada,Drama,Amazon
s973,Serie,Slopestyle TV,Nao Declarado,,2014,Livre,2 Temporadas,"Conteudo Especial, Esportes",Amazon
s974,Filme,Slipstream,Nao Declarado,,2005,18+,87 min,"Fantasia, Ficcao Cientifica",Amazon
s975,Filme,Sleepytime Gorilla Museum,Nao Declarado,,2011,Adultos,55 min,Comedia,Amazon
s976,Filme,Sleepwalker,Estados Unidos,,2017,18+,88 min,"Drama, Suspense",Amazon
s977,Filme,"Slate, Wyn & Me",Nao Declarado,,1987,Restrito,90 min,Acao,Amazon
s978,Filme,Slappy and the Stinkers,Nao Declarado,,1998,13+,78 min,"Comedia, Infantil",Amazon
s979,Filme,Sky Racket,Nao Declarado,,1937,13+,62 min,"Acao, Ficcao Cientifica",Amazon
s980,Filme,Sky Dog,Nao Declarado,,2020,7+,109 min,"Acao, Infantil",Amazon
s981,Serie,Skulls and Roses,Nao Declarado,,2019,16+,1 Temporada,"Internacional, Improvisado",Amazon
s982,Filme,Skin Deep: The Battle Over Morgellons,Nao Declarado,,2020,16+,90 min,Documentario,Amazon
s983,Filme,Skills Like This,Nao Declarado,,2007,Adultos,87 min,"Casa de Arte, Comedia",Amazon
s984,Filme,Sketchy Behaviour,India,,2019,13+,64 min,"Artes, Entretenimento e Cultura",Amazon
s985,Serie,Six Dreams,Espanha,,2018,16+,1 Temporada,"Esportes, Improvisado",Amazon
s986,Filme,Sitting on the Moon,Nao Declarado,,1936,13+,53 min,"Artes, Entretenimento e Cultura, Comedia",Amazon
s987,Filme,Sitting Bull: A Stone in My Heart,Nao Declarado,,2008,7+,83 min,"Documentario, Conteudo Especial",Amazon
s988,Filme,Sita,India,,2019,13+,157 min,"Drama, Internacional",Amazon
s989,Serie,"Sister, Sister",Nao Declarado,,1999,7+,6 Temporadas,Comedia,Amazon
s990,Filme,Sir Chris Hoy - From Velodrome to Le Mans,Nao Declarado,,2016,Nao avaliado,52 min,"Documentario, Conteudo Especial, Esportes",Amazon
s991,Filme,"Sing, Dance and Learn with Little Baby Bum",Nao Declarado,,2019,Livre,30 min,Infantil,Amazon
s992,Serie,Sing-Along-Songs For Kids,Nao Declarado,,2013,Livre,1 Temporada,Infantil,Amazon
s993,Filme,Sing with Gecko,Nao Declarado,,2019,Livre,33 min,Infantil,Amazon
s994,Filme,Sing Sing Nights,Nao Declarado,,1934,18+,60 min,"Drama, Suspense",Amazon
s995,Filme,Sing and Learn with Gecko's Garage,Nao Declarado,,2019,Livre,59 min,Infantil,Amazon
s996,Filme,Sing and Dance with Little Baby Bum!,Nao Declarado,,2019,Livre,45 min,Infantil,Amazon
s997,Filme,Sing and Dance with KiiYii,Nao Declarado,,2019,Livre,47 min,Infantil,Amazon
s998,Filme,Sing Along with Little Baby Bum,Nao Declarado,,2019,Livre,35 min,Infantil,Amazon
s999,Filme,Sinful Davey,Nao Declarado,,1969,13+,95 min,Comedia,Amazon
s1000,Filme,Sinbad: Make Me Wanna Holla,Nao Declarado,,2014,16+,90 min,"Artes, Entretenimento e Cultura, Comedia, Documentario",Amazon
s1001,Filme,Simple Gifts: The Chamber Music Society at Shaker Village,Nao Declarado,,2016,Livre,84 min,Documentario,Amazon
s1002,Serie,Simon's Cat - Classic Collection,Nao Declarado,,2018,Livre,1 Temporada,"Animacao, Infantil",Amazon
s1003,Filme,Silver Wolf,Nao Declarado,,1999,Nao avaliado,98 min,"Acao, Drama",Amazon
s1004,Filme,Silver Stallion,Nao Declarado,,1941,18+,59 min,Ocidental,Amazon
s1005,Filme,Silver Blaze,Nao Declarado,,1937,Adultos,70 min,"Acao, Suspense",Amazon
s1006,Serie,Silver and Gold,Nao Declarado,,2017,Adultos,1 Temporada,Series,Amazon
